user_id,rank,recipe_id,score
0,1,32404,0.8840378522872925
0,2,38547,0.8834936618804932
0,3,31418,0.8831143379211426
0,4,30414,0.8784862756729126
0,5,7619,0.878429651260376
0,6,31907,0.872481107711792
0,7,7981,0.8698521852493286
0,8,46115,0.8685849905014038
0,9,20661,0.8662233352661133
0,10,31381,0.8659375905990601
0,11,10379,0.8658944368362427
0,12,21079,0.8658472895622253
0,13,5653,0.8657291531562805
0,14,33924,0.8656420111656189
0,15,32099,0.8653113842010498
0,16,5777,0.865024745464325
0,17,39515,0.8649128675460815
0,18,6135,0.8647844791412354
0,19,35108,0.8646673560142517
0,20,14805,0.8642676472663879
1,1,38865,0.8978559970855713
1,2,32183,0.8970014452934265
1,3,1424,0.8947211503982544
1,4,31314,0.8905022740364075
1,5,4647,0.888556718826294
1,6,42344,0.8870548009872437
1,7,20993,0.8845469355583191
1,8,45155,0.8797225952148438
1,9,33759,0.8794183731079102
1,10,36478,0.8791794180870056
1,11,22686,0.8781174421310425
1,12,43174,0.8777607679367065
1,13,41470,0.8776332139968872
1,14,18129,0.8774912357330322
1,15,4020,0.87739098072052
1,16,12506,0.8772298097610474
1,17,2622,0.8759176135063171
1,18,33484,0.8758283257484436
1,19,38983,0.8756318092346191
1,20,17023,0.8754008412361145
2,1,41809,0.8905115127563477
2,2,38098,0.8858659863471985
2,3,46161,0.8856730461120605
2,4,24790,0.8841890692710876
2,5,5777,0.8819607496261597
2,6,45200,0.87596595287323
2,7,21742,0.8734285831451416
2,8,15400,0.8723766803741455
2,9,15049,0.8723187446594238
2,10,12218,0.8722141981124878
2,11,23782,0.8721150755882263
2,12,11710,0.8715827465057373
2,13,18908,0.8708640933036804
2,14,39989,0.8707079887390137
2,15,19879,0.8699876070022583
2,16,1468,0.8696658611297607
2,17,31907,0.8682701587677002
2,18,21079,0.867903470993042
2,19,12499,0.8678876161575317
2,20,25363,0.8675799369812012
3,1,23450,0.8958381414413452
3,2,35272,0.8907367587089539
3,3,279,0.8858228325843811
3,4,7238,0.8840078711509705
3,5,803,0.8827933073043823
3,6,22686,0.8817954063415527
3,7,22049,0.8761734962463379
3,8,23316,0.8758585453033447
3,9,31507,0.8755772113800049
3,10,3015,0.8750956058502197
3,11,2639,0.8746514320373535
3,12,4256,0.8742347359657288
3,13,12493,0.8742235898971558
3,14,11949,0.8742005825042725
3,15,42344,0.8740845918655396
3,16,39629,0.8738114833831787
3,17,46726,0.8735466003417969
3,18,36242,0.8730912208557129
3,19,17182,0.8730464577674866
3,20,23782,0.8720003366470337
4,1,9265,0.8906844854354858
4,2,43088,0.8903713822364807
4,3,22826,0.8814201951026917
4,4,32893,0.8769407272338867
4,5,15203,0.8749604821205139
4,6,24748,0.8709621429443359
4,7,13824,0.8700094223022461
4,8,28386,0.8698006868362427
4,9,26582,0.8691479563713074
4,10,18129,0.8688320517539978
4,11,17337,0.8676064610481262
4,12,40885,0.8667945861816406
4,13,26629,0.8655471205711365
4,14,27552,0.8644568920135498
4,15,39924,0.864417314529419
4,16,19359,0.8637455105781555
4,17,24042,0.8628238439559937
4,18,21471,0.8627714514732361
4,19,12944,0.8624087572097778
4,20,42344,0.862228274345398
5,1,9378,0.9027560353279114
5,2,14503,0.899752676486969
5,3,1402,0.8970577716827393
5,4,5639,0.8965040445327759
5,5,43951,0.8962383270263672
5,6,29082,0.895560622215271
5,7,5777,0.8953734040260315
5,8,29394,0.8942792415618896
5,9,25663,0.8940949440002441
5,10,8684,0.8934973478317261
5,11,8776,0.8933453559875488
5,12,3724,0.8933163285255432
5,13,39422,0.8930526971817017
5,14,36253,0.8929389715194702
5,15,46526,0.8926894664764404
5,16,25594,0.8923318386077881
5,17,8600,0.8923056125640869
5,18,35856,0.8920681476593018
5,19,39010,0.891455888748169
5,20,14466,0.8913435935974121
6,1,42344,0.9333016276359558
6,2,19963,0.930382251739502
6,3,40281,0.9296234250068665
6,4,31651,0.9271143674850464
6,5,46726,0.9271100759506226
6,6,24298,0.9269142150878906
6,7,45495,0.9257043600082397
6,8,7916,0.9257004261016846
6,9,15966,0.9245646595954895
6,10,26238,0.9230878949165344
6,11,38218,0.9214085340499878
6,12,43648,0.9213575124740601
6,13,2633,0.9213535189628601
6,14,31673,0.9204689264297485
6,15,46871,0.9197630286216736
6,16,28647,0.9197312593460083
6,17,2429,0.9197072386741638
6,18,33759,0.9191567897796631
6,19,45189,0.9186800718307495
6,20,13711,0.9184901118278503
7,1,27046,0.8219776153564453
7,2,12838,0.8081315159797668
7,3,11851,0.8053929805755615
7,4,7725,0.7952821254730225
7,5,25656,0.7933151721954346
7,6,9724,0.789197564125061
7,7,17967,0.7843338251113892
7,8,11379,0.7830012440681458
7,9,38453,0.78163743019104
7,10,14506,0.7788022756576538
7,11,16982,0.7783221006393433
7,12,12537,0.7777299880981445
7,13,34062,0.7766368389129639
7,14,40703,0.7758051156997681
7,15,28710,0.7749994993209839
7,16,3841,0.771293044090271
7,17,8613,0.7707306146621704
7,18,32301,0.7701648473739624
7,19,16597,0.7676879167556763
7,20,2896,0.7675443887710571
8,1,3664,0.9249837398529053
8,2,20826,0.9118474125862122
8,3,36297,0.9110637307167053
8,4,33301,0.9055965542793274
8,5,9906,0.9047911167144775
8,6,15099,0.9043011665344238
8,7,7646,0.9011150002479553
8,8,19936,0.9008351564407349
8,9,30482,0.9008010625839233
8,10,39583,0.9002181887626648
8,11,13711,0.8993393778800964
8,12,13410,0.8986891508102417
8,13,27572,0.8977704048156738
8,14,11622,0.8976091146469116
8,15,22342,0.896809458732605
8,16,22618,0.8966729044914246
8,17,9971,0.8962886333465576
8,18,5300,0.8959404230117798
8,19,45189,0.8949766159057617
8,20,32000,0.8948070406913757
9,1,21501,0.926752507686615
9,2,8806,0.9265722632408142
9,3,39640,0.9264211654663086
9,4,45189,0.9245951175689697
9,5,38218,0.9232744574546814
9,6,37521,0.9216403365135193
9,7,15966,0.9187991619110107
9,8,15820,0.9165362119674683
9,9,14550,0.9162214398384094
9,10,21156,0.9159973859786987
9,11,39410,0.915780782699585
9,12,24298,0.9156055450439453
9,13,3958,0.9154929518699646
9,14,46871,0.9149338603019714
9,15,40074,0.914852499961853
9,16,46726,0.9146156311035156
9,17,27044,0.914235532283783
9,18,277,0.914017915725708
9,19,28365,0.9137011766433716
9,20,160,0.9136804938316345
10,1,18270,0.8240586519241333
10,2,29682,0.8067034482955933
10,3,17728,0.7938117980957031
10,4,26015,0.788957953453064
10,5,19264,0.7868896126747131
10,6,29613,0.7862026691436768
10,7,501,0.7838849425315857
10,8,33654,0.78101646900177
10,9,1090,0.780808687210083
10,10,13776,0.7731720209121704
10,11,10887,0.771157443523407
10,12,6946,0.7679421305656433
10,13,16857,0.7599841356277466
10,14,11641,0.7580074667930603
10,15,1931,0.757953941822052
10,16,26957,0.7575147151947021
10,17,15043,0.7565380334854126
10,18,35160,0.7557815313339233
10,19,43003,0.7551226019859314
10,20,10788,0.7546494603157043
11,1,8806,0.9055947065353394
11,2,33028,0.9033278226852417
11,3,47072,0.9026762247085571
